utt_id,ctc_rho,pll_rho,gpt2_rho,ctc_wer,pll_wer,gpt2_wer,best_interp_wer,oracle_wer,is_recoverable
8254-115543-0009-1764,-0.1997,-0.6422,-0.5516,0.1579,0.2105,0.1579,0.1579,0.1053,1
8254-115543-0011-1766,-0.2911,-0.7931,-0.7931,0.0345,0.0000,0.0345,0.0000,0.0000,1
8254-115543-0013-1768,-0.6991,-0.6738,-0.6156,0.0000,0.0000,0.0000,0.0000,0.0000,0
8254-115543-0015-1770,-0.3556,-0.4669,-0.6357,0.0000,0.0000,0.0000,0.0000,0.0000,0
8254-115543-0017-1772,-0.2594,-0.0921,-0.1590,0.1111,0.1111,0.1111,0.1111,0.1111,0
8254-115543-0019-1774,-0.2364,-0.3870,-0.4420,0.1579,0.0526,0.1579,0.0526,0.0526,1
8254-115543-0021-1776,-0.5588,-0.0032,-0.3624,0.1026,0.1026,0.1026,0.1026,0.1026,0
8254-115543-0023-1778,-0.2653,-0.7685,-0.1531,0.1304,0.1304,0.1304,0.1304,0.1087,1
8254-115543-0025-1780,-0.0875,-0.4736,-0.2423,0.1333,0.1333,0.1333,0.1333,0.1000,1
8254-115543-0027-1782,-0.5229,-0.5824,-0.5761,0.0000,0.0000,0.0000,0.0000,0.0000,0
8254-115543-0029-1784,0.1127,-0.0250,-0.0814,0.0870,0.0870,0.0870,0.0870,0.0435,1
8254-115543-0031-1786,-0.5598,-0.5994,-0.4507,0.0000,0.0000,0.0000,0.0000,0.0000,0
8254-115543-0033-1788,-0.2864,-0.4602,-0.2800,0.0000,0.0000,0.0000,0.0000,0.0000,0
8254-115543-0035-1790,-0.4782,-0.7740,-0.8156,0.0426,0.0426,0.0426,0.0426,0.0426,0
8254-115543-0037-1792,-0.4620,-0.4542,-0.7341,0.0000,0.0000,0.0000,0.0000,0.0000,0
8254-115543-0039-1794,-0.2259,-0.6611,-0.3849,0.1000,0.1000,0.1000,0.1000,0.1000,0
8254-115543-0041-1796,-0.3716,-0.5913,-0.5253,0.1875,0.1875,0.1875,0.1875,0.1250,1
8254-115543-0043-1798,0.0096,-0.7005,-0.4622,0.0769,0.0000,0.0769,0.0000,0.0000,1
8254-115543-0045-1800,-0.2440,-0.7593,-0.6508,0.0000,0.0000,0.0000,0.0000,0.0000,0
1630-141772-0001-1802,-0.6778,-0.6025,-0.6360,0.0000,0.0000,0.0000,0.0000,0.0000,0
1630-141772-0003-1804,-0.5395,-0.6369,-0.3510,0.0000,0.0000,0.0000,0.0000,0.0000,0
1630-141772-0005-1806,-0.3377,-0.7484,-0.6247,0.0606,0.0606,0.0606,0.0606,0.0606,0
1630-141772-0007-1808,-0.4985,-0.3835,0.1150,0.0000,0.0000,0.0000,0.0000,0.0000,0
1630-141772-0009-1810,-0.3254,0.0000,0.0813,0.4000,0.4000,0.4000,0.4000,0.2000,1
1630-141772-0011-1812,-0.0068,-0.4065,0.0102,0.2500,0.1667,0.2500,0.1667,0.1667,1
1630-141772-0013-1814,-0.3495,-0.5864,-0.4991,0.0000,0.0000,0.0000,0.0000,0.0000,0
1630-141772-0015-1816,-0.2574,-0.6603,-0.3860,0.0250,0.0250,0.0250,0.0250,0.0000,1
1630-141772-0017-1818,-0.2563,-0.4361,-0.6439,0.0417,0.0417,0.0417,0.0417,0.0417,0
1630-141772-0019-1820,-0.3499,-0.7786,-0.6840,0.0476,0.0476,0.0476,0.0476,0.0238,1
1630-141772-0021-1822,-0.3663,-0.3735,-0.4561,0.0000,0.0000,0.0000,0.0000,0.0000,0
1630-73710-0000-1824,-0.4204,-0.4084,-0.5266,0.0566,0.0566,0.0566,0.0566,0.0566,0
1630-73710-0002-1826,0.1332,-0.8854,-0.4904,0.2308,0.0769,0.2308,0.0769,0.0000,1
1630-73710-0004-1828,-0.4804,-0.4804,-0.4804,0.0000,0.0000,0.0000,0.0000,0.0000,0
1630-73710-0006-1830,-0.2678,-0.5607,-0.2176,0.1667,0.1667,0.1667,0.1667,0.1667,0
1630-73710-0008-1832,-0.2917,-0.5207,-0.4645,0.0000,0.0000,0.0000,0.0000,0.0000,0
1630-73710-0010-1834,-0.1230,-0.5159,-0.2699,0.0000,0.0000,0.0000,0.0000,0.0000,0
1630-73710-0012-1836,-0.3796,-0.3525,-0.2712,0.0000,0.0000,0.0000,0.0000,0.0000,0
1630-73710-0014-1838,-0.3878,-0.4654,-0.3430,0.0000,0.0000,0.0000,0.0000,0.0000,0
1630-73710-0016-1840,-0.3241,-0.4537,-0.2917,0.0000,0.0000,0.0000,0.0000,0.0000,0
1630-73710-0018-1842,-0.5423,-0.1616,-0.6106,0.0000,0.0000,0.0000,0.0000,0.0000,0
1630-73710-0020-1844,-0.0495,-0.5941,0.0050,0.3000,0.3000,0.3000,0.3000,0.2000,1
1630-102884-0000-1846,-0.5262,-0.7061,-0.4875,0.0455,0.0455,0.0455,0.0455,0.0455,0
1630-102884-0002-1848,-0.2585,-0.3878,-0.5050,0.0000,0.0000,0.0000,0.0000,0.0000,0
1630-102884-0004-1850,-0.4268,-0.8536,-0.6159,0.0000,0.0000,0.0000,0.0000,0.0000,0
1630-102884-0006-1852,-0.4078,-0.3864,-0.6699,0.0000,0.0000,0.0000,0.0000,0.0000,0
1630-102884-0008-1854,-0.2873,-0.4094,-0.4921,0.0588,0.0588,0.0588,0.0588,0.0588,0
1630-102884-0010-1856,-0.5290,-0.8188,-0.7862,0.0385,0.0385,0.0385,0.0385,0.0385,0
1630-102884-0012-1858,-0.0794,-0.8846,-0.8418,0.0400,0.0400,0.0400,0.0400,0.0400,0
1630-102884-0014-1860,-0.1594,-0.6330,-0.2766,0.0286,0.0286,0.0286,0.0286,0.0286,0
1630-102884-0016-1862,-0.5050,-0.6832,-0.7723,0.0345,0.0000,0.0345,0.0000,0.0000,1
1630-96099-0001-1864,-0.3525,-0.4393,-0.4447,0.0000,0.0000,0.0000,0.0000,0.0000,0
1630-96099-0003-1866,-0.1930,-0.3189,-0.1034,0.1111,0.1111,0.1111,0.1111,0.1111,0
1630-96099-0005-1868,-0.1976,-0.7091,-0.6693,0.2667,0.2000,0.2667,0.2000,0.2000,1
1630-96099-0007-1870,-0.6606,-0.6881,-0.7982,0.0000,0.0000,0.0000,0.0000,0.0000,0
1630-96099-0009-1872,-0.7173,-0.5681,-0.6166,0.1333,0.1333,0.1333,0.1333,0.1333,0
1630-96099-0011-1874,-0.7031,-0.6774,-0.2655,0.2188,0.2188,0.2188,0.2188,0.1562,1
1630-96099-0013-1876,-0.1287,-0.3961,-0.3466,0.2143,0.2143,0.2143,0.2143,0.1429,1
1630-96099-0015-1878,-0.2670,-0.7309,-0.7886,0.0000,0.0000,0.0000,0.0000,0.0000,0
1630-96099-0017-1880,-0.1911,-0.0174,-0.1216,0.0476,0.0476,0.0476,0.0476,0.0476,0
1630-96099-0019-1882,-0.7596,-0.3637,0.1841,0.0000,0.0000,0.0000,0.0000,0.0000,0
1630-96099-0021-1884,-0.1856,-0.1330,-0.3727,0.1364,0.1364,0.1364,0.1364,0.0909,1
1630-96099-0023-1886,-0.1770,-0.7510,-0.7033,0.0500,0.0500,0.0500,0.0500,0.0500,0
4515-11057-0000-1888,-0.0753,-0.1172,-0.3264,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0002-1890,-0.4067,-0.6237,-0.2820,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0004-1892,-0.0982,-0.7185,-0.5597,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0006-1894,-0.5570,-0.3545,-0.1611,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0008-1896,0.3314,-0.5432,-0.5398,0.2000,0.2000,0.2000,0.2000,0.1000,1
4515-11057-0010-1898,-0.5164,-0.4703,-0.0507,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0012-1900,-0.7516,0.3690,0.3690,0.1429,0.1429,0.1429,0.1429,0.1429,0
4515-11057-0014-1902,-0.4581,-0.3263,-0.5229,0.3333,0.3333,0.3333,0.3333,0.0000,1
4515-11057-0016-1904,-0.2269,-0.5229,-0.3608,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0018-1906,-0.4041,-0.4330,-0.2186,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0020-1908,-0.2913,-0.4699,-0.5903,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0022-1910,-0.6124,-0.6124,-0.2041,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0024-1912,-0.6375,-0.3647,-0.3616,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0026-1914,-0.3520,-0.5208,-0.4525,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0028-1916,-0.4283,-0.5205,-0.7253,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0030-1918,-0.4395,-0.4464,-0.4275,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0032-1920,-0.4339,0.0054,0.2495,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0034-1922,-0.4580,-0.3054,-0.3902,0.1111,0.1111,0.1111,0.1111,0.0000,1
4515-11057-0036-1924,-0.2039,-0.6408,-0.6738,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0038-1926,-0.2537,-0.5874,-0.4983,0.0270,0.0270,0.0270,0.0270,0.0000,1
4515-11057-0040-1928,-0.6205,-0.5688,-0.2723,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0042-1930,-0.2983,-0.7864,-0.6888,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0044-1932,-0.2607,-0.5116,-0.5083,0.0333,0.0333,0.0333,0.0333,0.0333,0
4515-11057-0046-1934,-0.4308,-0.6231,-0.6978,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0048-1936,-0.4201,-0.1960,-0.1960,0.0000,0.1000,0.0000,0.0000,0.0000,0
4515-11057-0050-1938,-0.3096,-0.0502,0.1925,0.1667,0.0000,0.1667,0.0000,0.0000,1
4515-11057-0052-1940,-0.4610,-0.4881,-0.3417,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0054-1942,-0.1898,-0.3254,-0.1952,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0056-1944,-0.6981,-0.7825,-0.8084,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0058-1946,-0.4166,-0.4346,-0.3448,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0060-1948,-0.5573,-0.7076,-0.4822,0.0667,0.0667,0.0667,0.0667,0.0000,1
4515-11057-0062-1950,-0.8613,-0.7943,-0.6316,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0064-1952,-0.1748,-0.3573,-0.2078,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0066-1954,-0.7769,-0.5578,-0.4582,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0068-1956,-0.6547,-0.4364,-0.1091,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0070-1958,-0.6389,-0.4153,-0.3760,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0072-1960,-0.6519,-0.4565,-0.3695,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0074-1962,-0.4201,-0.3641,-0.3641,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0076-1964,-0.6106,-0.6285,-0.4454,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0078-1966,-0.1155,-0.4755,-0.4500,0.0909,0.0909,0.0909,0.0909,0.0000,1
4515-11057-0080-1968,-0.6621,-0.7901,-0.2918,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0082-1970,-0.7311,-0.5913,-0.2455,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0084-1972,-0.3713,-0.3829,-0.3944,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0086-1974,-0.5394,-0.6143,-0.4944,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0088-1976,-0.0547,-0.5857,-0.1384,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0090-1978,-0.4781,-0.6375,-0.6007,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0092-1980,-0.6181,-0.3769,-0.4437,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0094-1982,-0.3209,-0.4699,-0.3598,0.0667,0.0667,0.0667,0.0667,0.0667,0
4515-11057-0096-1984,-0.6034,-0.4731,-0.4284,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0098-1986,-0.3241,-0.3932,-0.4667,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0100-1988,-0.5834,-0.5186,-0.3587,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0102-1990,-0.6504,-0.5913,-0.2957,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0104-1992,-0.7677,-0.9415,-0.5069,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0106-1994,-0.2909,-0.7040,-0.5711,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0108-1996,-0.1746,-0.2444,-0.1523,0.1333,0.1333,0.1333,0.1333,0.0667,1
4515-11057-0110-1998,-0.3796,-0.4230,-0.4339,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0112-2000,-0.1510,-0.5609,-0.5307,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0114-2002,-0.6508,-0.4935,-0.3308,0.0000,0.0000,0.0000,0.0000,0.0000,0
5849-50873-0001-2004,-0.4514,-0.8727,-0.7105,0.0323,0.0323,0.0323,0.0323,0.0323,0
5849-50873-0003-2006,-0.3875,-0.8160,-0.7440,0.0000,0.0000,0.0000,0.0000,0.0000,0
5849-50873-0005-2008,-0.4831,-0.6659,-0.6464,0.0400,0.0400,0.0400,0.0400,0.0400,0
5849-50873-0007-2010,-0.5423,-0.2007,-0.5206,0.0000,0.0000,0.0000,0.0000,0.0000,0
5849-50873-0009-2012,-0.5966,-0.4067,-0.3634,0.0000,0.0000,0.0000,0.0000,0.0000,0
5849-50873-0011-2014,-0.1726,0.0963,0.0626,0.1053,0.1053,0.1053,0.1053,0.0000,1
5849-50873-0013-2016,-0.4633,-0.4597,-0.0970,0.0000,0.0000,0.0000,0.0000,0.0000,0
5849-50873-0015-2018,-0.2335,-0.6157,-0.5853,0.0000,0.0000,0.0000,0.0000,0.0000,0
5849-50873-0017-2020,-0.5429,-0.3051,-0.2913,0.0000,0.0000,0.0000,0.0000,0.0000,0
5849-50873-0019-2022,-0.4629,-0.3858,-0.3858,0.0000,0.0000,0.0000,0.0000,0.0000,0
5849-50873-0021-2024,-0.3071,-0.4241,-0.3364,0.0714,0.0714,0.0714,0.0714,0.0714,0
5849-50873-0023-2026,-0.6315,-0.8690,-0.8613,0.0417,0.0000,0.0417,0.0000,0.0000,1
5849-50873-0025-2028,-0.4225,-0.5941,-0.5512,0.1333,0.1333,0.1333,0.1333,0.1333,0
5849-50873-0027-2030,-0.4254,-0.6737,-0.6595,0.0714,0.0714,0.0714,0.0714,0.0714,0
5849-50873-0029-2032,-0.2385,-0.5663,-0.6494,0.0690,0.0690,0.0690,0.0690,0.0690,0
5849-50873-0031-2034,-0.4086,-0.5806,-0.4784,0.0000,0.0000,0.0000,0.0000,0.0000,0
5849-50873-0033-2036,-0.4588,-0.3168,-0.5248,0.1250,0.2500,0.1250,0.1250,0.0000,1
5849-50873-0035-2038,-0.5171,-0.6722,-0.6015,0.0000,0.0000,0.0000,0.0000,0.0000,0
5849-50873-0037-2040,0.0793,-0.5280,-0.6263,0.1250,0.1250,0.1250,0.1250,0.0625,1
5849-50873-0039-2042,-0.0589,-0.9060,-0.8169,0.0370,0.0370,0.0370,0.0370,0.0370,0
5849-50873-0041-2044,-0.5557,-0.7164,-0.7990,0.0769,0.0769,0.0769,0.0769,0.0577,1
5849-50962-0000-2046,-0.6683,-0.8119,-0.8367,0.0000,0.0000,0.0000,0.0000,0.0000,0
5849-50962-0002-2048,-0.0164,-0.5597,-0.1522,0.1000,0.0000,0.0000,0.0000,0.0000,1
5849-50962-0004-2050,-0.1563,0.0174,-0.4689,0.2000,0.2000,0.2000,0.2000,0.2000,0
5849-50962-0006-2052,-0.0778,-0.5542,-0.6806,0.0500,0.0500,0.0500,0.0500,0.0500,0
5849-50962-0008-2054,-0.7338,-0.6860,-0.5290,0.0000,0.0000,0.0000,0.0000,0.0000,0
5849-50962-0010-2056,0.2400,0.0225,-0.2609,0.0476,0.0476,0.0476,0.0476,0.0476,0
5849-50962-0012-2058,-0.5171,-0.6722,-0.3568,0.0000,0.0000,0.0000,0.0000,0.0000,0
5849-50962-0014-2060,0.1979,-0.2737,-0.0850,0.0909,0.0909,0.0909,0.0909,0.0909,0
5849-50962-0016-2062,-0.3254,-0.4881,-0.4447,0.0000,0.0000,0.0000,0.0000,0.0000,0
5849-50962-0018-2064,0.0018,-0.6202,-0.5286,0.3000,0.3000,0.3000,0.3000,0.3000,0
5849-50962-0020-2066,-0.6472,-0.6556,-0.7480,0.0000,0.0000,0.0000,0.0000,0.0000,0
5849-50962-0022-2068,-0.3485,-0.4441,-0.1776,0.1000,0.1000,0.1000,0.1000,0.1000,0
5849-50962-0024-2070,-0.4067,-0.0217,0.3579,0.0000,0.1111,0.1111,0.1111,0.0000,0
5849-50962-0026-2072,-0.3036,-0.2937,-0.2970,0.0000,0.0000,0.0000,0.0000,0.0000,0
5849-50963-0001-2074,-0.2917,-0.5207,-0.2939,0.0000,0.0000,0.0000,0.0000,0.0000,0
5849-50963-0003-2076,-0.4952,-0.4641,-0.4389,0.0000,0.0000,0.0000,0.0000,0.0000,0
5849-50963-0005-2078,-0.1109,-0.2645,-0.2696,0.0000,0.0000,0.0000,0.0000,0.0000,0
5849-50963-0007-2080,-0.6295,-0.3041,-0.2126,0.0000,0.0833,0.0000,0.0000,0.0000,0
5849-50963-0009-2082,0.0665,-0.0348,-0.1375,0.1591,0.1591,0.1591,0.1591,0.0682,1
5849-50963-0011-2084,0.0646,-0.6034,-0.7758,0.0000,0.0000,0.0000,0.0000,0.0000,0
5849-50963-0013-2086,-0.2717,-0.5689,-0.5994,0.0250,0.0250,0.0250,0.0250,0.0000,1
5849-50964-0001-2088,-0.2917,-0.1361,-0.1664,0.0000,0.0000,0.0000,0.0000,0.0000,0
5849-50964-0003-2090,-0.4439,-0.7750,-0.5746,0.0000,0.0000,0.0000,0.0000,0.0000,0
5849-50964-0005-2092,0.3013,0.0921,0.1506,0.4615,0.4615,0.4615,0.4615,0.3846,1
5849-50964-0007-2094,-0.5834,-0.6201,-0.4624,0.0000,0.0000,0.0000,0.0000,0.0000,0
5849-50964-0009-2096,0.0143,-0.4075,-0.1094,0.1250,0.0000,0.1250,0.0000,0.0000,1
5849-50964-0011-2098,-0.1551,-0.0363,-0.0858,0.0385,0.0385,0.0385,0.0385,0.0000,1
5849-50964-0013-2100,-0.3833,-0.4026,-0.5433,0.0000,0.0000,0.0000,0.0000,0.0000,0
6467-97061-0001-2102,-0.1312,-0.6809,-0.5403,0.0000,0.0000,0.0000,0.0000,0.0000,0
6467-97061-0003-2104,-0.2372,-0.8410,-0.8800,0.0370,0.0370,0.0370,0.0370,0.0000,1
6467-97061-0005-2106,-0.3990,-0.6082,-0.5374,0.0714,0.0714,0.0714,0.0714,0.0000,1
6467-97061-0007-2108,-0.7545,-0.6874,-0.2946,0.0909,0.0000,0.0909,0.0000,0.0000,1
6467-97061-0009-2110,-0.4744,-0.6132,-0.0312,0.1364,0.1364,0.1364,0.1364,0.0909,1
6467-97061-0011-2112,-0.4130,-0.6860,-0.5603,0.0000,0.0000,0.0000,0.0000,0.0000,0
6467-97061-0013-2114,-0.1411,-0.3287,-0.6430,0.0909,0.0909,0.0909,0.0909,0.0909,0
6467-97061-0015-2116,-0.0438,-0.3789,-0.2975,0.0000,0.0000,0.0000,0.0000,0.0000,0
6467-97061-0017-2118,-0.5413,-0.5281,-0.4192,0.0526,0.0526,0.0526,0.0526,0.0526,0
6467-97061-0019-2120,-0.3250,-0.3669,-0.0740,0.1111,0.1111,0.1111,0.1111,0.0556,1
6467-97061-0021-2122,-0.0636,-0.3465,-0.4212,0.1429,0.1429,0.1429,0.1429,0.0952,1
6467-97061-0023-2124,0.0682,-0.7848,-0.7024,0.0500,0.0500,0.0500,0.0500,0.0500,0
6467-56885-0000-2126,0.1170,-0.8648,-0.6248,0.1333,0.1333,0.1333,0.1333,0.0000,1
6467-56885-0002-2128,-0.6316,-0.6878,-0.7105,0.0870,0.0870,0.0870,0.0870,0.0652,1
6467-56885-0004-2130,-0.2521,-0.1400,0.1400,0.1333,0.1333,0.1333,0.1333,0.0667,1
6467-56885-0006-2132,-0.3982,-0.4462,-0.4190,0.1064,0.1064,0.1064,0.1064,0.0851,1
6467-56885-0008-2134,-0.5509,-0.8842,-0.7472,0.1852,0.1852,0.1852,0.1852,0.1852,0
6467-56885-0010-2136,-0.2570,-0.4755,-0.6356,0.2564,0.2564,0.2564,0.2564,0.2564,0
6467-56885-0012-2138,-0.3218,-0.2475,-0.2426,0.0000,0.0000,0.0000,0.0000,0.0000,0
6467-56885-0014-2140,-0.4660,-0.2330,0.2233,0.0588,0.0588,0.0588,0.0588,0.0588,0
6467-56885-0016-2142,-0.3766,-0.8285,-0.5021,0.0000,0.0000,0.0000,0.0000,0.0000,0
6467-94831-0000-2144,-0.4183,-0.6085,-0.3216,0.2059,0.2059,0.2059,0.2059,0.1765,1
6467-94831-0002-2146,-0.5049,-0.4623,-0.4623,0.0000,0.0000,0.0000,0.0000,0.0000,0
6467-94831-0004-2148,0.0080,-0.7376,-0.5981,0.1429,0.1429,0.1429,0.1429,0.1429,0
6467-94831-0006-2150,0.0273,-0.4147,-0.3328,0.0000,0.0000,0.0000,0.0000,0.0000,0
6467-94831-0008-2152,-0.6928,-0.6280,-0.4522,0.0000,0.0000,0.0000,0.0000,0.0000,0
6467-94831-0010-2154,-0.6139,-0.5677,-0.4918,0.0000,0.0000,0.0000,0.0000,0.0000,0
6467-94831-0012-2156,-0.7084,-0.5596,-0.5503,0.0588,0.0588,0.0588,0.0588,0.0588,0
6467-94831-0014-2158,-0.7424,-0.8684,-0.7621,0.1538,0.1538,0.1538,0.1538,0.1538,0
6467-94831-0016-2160,-0.2779,-0.5119,-0.5119,0.1818,0.1818,0.1818,0.1818,0.1818,0
6467-94831-0018-2162,-0.8331,-0.5974,-0.6481,0.1875,0.1875,0.1875,0.1875,0.1875,0
6467-94831-0020-2164,-0.4539,-0.5188,-0.6382,0.0000,0.0000,0.0000,0.0000,0.0000,0
6467-94831-0022-2166,-0.5613,-0.7085,-0.7293,0.3000,0.2000,0.3000,0.2000,0.2000,1
6467-94831-0024-2168,0.1902,-0.1484,-0.3572,0.4286,0.4286,0.4286,0.4286,0.4286,0
6467-94831-0026-2170,-0.2039,-0.4117,-0.4991,0.0000,0.0000,0.0000,0.0000,0.0000,0
6467-94831-0028-2172,-0.3695,-0.4559,-0.4235,0.3333,0.3333,0.3333,0.3333,0.1667,1
6467-94831-0030-2174,-0.2330,-0.6408,-0.7029,0.0833,0.0833,0.0833,0.0833,0.0833,0
6467-94831-0032-2176,-0.4862,-0.3932,-0.3284,0.0000,0.0000,0.0000,0.0000,0.0000,0
6467-94831-0034-2178,-0.0529,-0.4890,-0.2694,0.0833,0.0833,0.0833,0.0833,0.0833,0
6467-94831-0036-2180,-0.6468,-0.5535,-0.3797,0.0000,0.0000,0.0000,0.0000,0.0000,0
6467-94831-0038-2182,-0.6169,-0.2399,-0.4751,0.0000,0.0000,0.0000,0.0000,0.0000,0
6467-94831-0040-2184,-0.3654,-0.7246,-0.7277,0.4000,0.4000,0.4000,0.4000,0.2000,1
6467-94831-0042-2186,-0.0789,-0.2641,-0.2706,0.3333,0.1667,0.1667,0.1667,0.1667,1
6467-94831-0044-2188,-0.3435,-0.7412,-0.7683,0.1667,0.1667,0.1667,0.1667,0.1667,0
6467-62797-0000-2190,-0.2804,-0.6515,-0.3926,0.0000,0.0000,0.0000,0.0000,0.0000,0
6467-62797-0002-2192,-0.1999,-0.6952,-0.5029,0.0976,0.0976,0.0976,0.0976,0.0976,0
6467-62797-0004-2194,0.0000,-0.6156,-0.7029,0.0000,0.0000,0.0000,0.0000,0.0000,0
6467-62797-0006-2196,-0.2766,-0.4610,-0.4067,0.1852,0.1852,0.1852,0.1852,0.1481,1
8173-294714-0000-2198,-0.4218,-0.5752,-0.4985,0.0000,0.0000,0.0000,0.0000,0.0000,0
8173-294714-0002-2200,-0.1150,-0.4985,-0.4985,0.0000,0.0000,0.0000,0.0000,0.0000,0
8173-294714-0004-2202,-0.2607,-0.6231,-0.3783,0.0417,0.0417,0.0417,0.0417,0.0000,1
8173-294714-0006-2204,-0.1898,-0.4881,-0.6888,0.0000,0.0000,0.0000,0.0000,0.0000,0
8173-294714-0008-2206,-0.5171,-0.6205,-0.4033,0.0000,0.0000,0.0000,0.0000,0.0000,0
8173-294714-0010-2208,-0.3791,-0.3830,-0.1122,0.0000,0.0000,0.0000,0.0000,0.0000,0
8173-294714-0012-2210,-0.5941,-0.8201,-0.3849,0.0278,0.0278,0.0278,0.0278,0.0278,0
8173-294714-0014-2212,-0.2050,-0.0410,-0.0410,0.0476,0.0476,0.0476,0.0476,0.0476,0
8173-294714-0016-2214,-0.6213,-0.6213,-0.4703,0.0000,0.0000,0.0000,0.0000,0.0000,0
8173-294714-0018-2216,-0.5369,-0.5369,-0.4602,0.0000,0.0500,0.0000,0.0000,0.0000,0
8173-294714-0020-2218,-0.3174,-0.4710,-0.3259,0.0000,0.0000,0.0000,0.0000,0.0000,0
8173-294714-0022-2220,-0.3737,-0.6758,-0.6229,0.0000,0.0000,0.0000,0.0000,0.0000,0
8173-294714-0024-2222,-0.4719,-0.6068,-0.1348,0.0000,0.0000,0.0000,0.0000,0.0000,0
8173-294714-0026-2224,-0.1329,-0.6680,-0.7183,0.0000,0.0000,0.0000,0.0000,0.0000,0
8173-294714-0028-2226,0.0291,-0.5282,-0.2447,0.0000,0.0000,0.0000,0.0000,0.0000,0
8173-294714-0030-2228,-0.4719,-0.3521,-0.1648,0.0000,0.0000,0.0000,0.0000,0.0000,0
8173-294714-0032-2230,-0.2917,-0.4883,-0.3587,0.0000,0.0000,0.0000,0.0000,0.0000,0
8173-294714-0034-2232,-0.3068,-0.4602,-0.2684,0.0000,0.0000,0.0000,0.0000,0.0000,0
8173-294714-0036-2234,0.0158,-0.5171,-0.0680,0.0833,0.0833,0.0833,0.0833,0.0000,1
8173-294714-0038-2236,-0.3224,-0.5008,-0.1146,0.0714,0.0714,0.0714,0.0714,0.0000,1
8173-294714-0040-2238,-0.7273,-0.7293,-0.6500,0.0000,0.0000,0.0000,0.0000,0.0000,0
8173-294714-0042-2240,-0.3565,-0.3630,-0.2960,0.0000,0.0000,0.0000,0.0000,0.0000,0
8173-294714-0044-2242,-0.2259,-0.5523,-0.4017,0.0000,0.0000,0.0000,0.0000,0.0000,0
8173-294714-0046-2244,-0.6073,-0.8271,-0.4855,0.0000,0.0000,0.0000,0.0000,0.0000,0
8173-294714-0048-2246,-0.4369,-0.7068,-0.5398,0.0000,0.0000,0.0000,0.0000,0.0000,0
8173-294714-0050-2248,-0.6158,-0.3565,-0.3911,0.0000,0.0000,0.0000,0.0000,0.0000,0
8173-294714-0052-2250,-0.4862,-0.6482,-0.4905,0.0000,0.0000,0.0000,0.0000,0.0000,0
8173-294714-0054-2252,-0.1898,-0.1139,-0.3851,0.0000,0.0000,0.0000,0.0000,0.0000,0
